,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_MAX_SCORE,CURRENT_BAL,PREVIOUS_BAL,LAST_PAYMENT,CRED_UTILIZATION_PERCENT,default_payment_next_month
20626,160000,1,2,2,32,0,38254,38919,1907,24,0
20627,360000,1,1,2,29,2,6902,1950,141,2,0
20628,200000,1,2,2,33,0,18044,390,390,9,1
20629,220000,1,1,2,29,0,26012,25916,1410,12,0
20630,80000,1,1,2,30,0,5504,6187,1004,7,0
20631,160000,1,1,1,30,0,16754,44946,40453,10,0
20632,260000,1,2,2,30,2,4640,5891,1500,2,0
20633,120000,1,2,2,31,0,120619,118983,5326,101,0
20634,80000,1,2,2,30,2,53627,64913,33000,67,0
20635,20000,1,1,2,30,0,82812,85352,2697,414,0
20636,100000,1,3,2,30,0,92218,78066,3435,92,0
20637,50000,1,2,2,31,3,10426,14466,4231,21,0
20638,50000,1,2,2,29,0,30900,0,0,62,0
20639,260000,1,1,1,37,3,163553,192724,32000,63,1
20640,50000,1,2,1,38,0,16486,17800,1592,33,0
20641,190000,1,2,2,28,0,359280,362680,10367,189,0
20642,200000,1,1,2,33,0,48950,47766,2374,24,0
20643,140000,1,2,1,48,0,131959,117153,4153,94,0
20644,130000,1,1,1,42,2,390,390,0,0,1
20645,50000,1,3,1,26,2,14655,15688,1600,29,1
20646,100000,1,2,2,31,2,36204,37412,2100,36,0
20647,200000,1,3,2,37,0,103715,104025,3942,52,0
20648,10000,1,3,2,23,0,7787,8412,1299,78,0
20649,20000,1,2,2,24,0,15408,17146,2000,77,0
20650,20000,1,2,2,25,0,5347,-1077,5006,27,0
20651,30000,1,2,1,22,5,25147,28747,4311,84,1
20652,30000,1,2,1,27,4,10846,10533,0,36,1
20653,310000,1,2,2,30,0,253549,259711,10400,82,0
20654,50000,1,2,2,31,0,49024,48778,1813,98,1
20655,320000,1,4,1,47,0,8748,5517,1285,3,0
20656,160000,1,2,1,45,0,155842,158665,6139,97,1
20657,50000,1,3,2,31,2,45194,22298,1500,90,0
20658,20000,1,2,1,31,0,3769,4782,1239,19,1
20659,330000,1,2,1,32,2,60804,65779,6000,18,0
20660,10000,1,3,2,36,0,576,3100,4009,6,1
20661,100000,1,1,1,41,2,89137,86040,0,89,0
20662,130000,1,1,1,42,0,23970,23181,1288,18,0
20663,20000,1,3,3,44,4,11027,10710,0,55,1
20664,370000,1,2,2,39,2,343248,334394,5,93,1
20665,190000,1,3,1,41,2,82926,326,326,44,0
20666,50000,1,2,1,35,0,20274,44996,2600,41,0
20667,180000,1,1,2,28,0,26730,27757,1800,15,0
20668,60000,1,2,1,30,2,46138,44832,0,77,1
20669,170000,1,1,2,29,0,175349,165527,5800,103,0
20670,70000,1,1,2,49,2,38228,37318,0,55,1
20671,150000,1,2,2,32,0,146785,92750,3300,98,1
20672,100000,1,2,2,32,2,34904,37007,3000,35,1
20673,20000,1,2,2,35,7,6855,11392,5000,34,1
20674,330000,1,2,1,38,0,144729,124279,10000,44,0
20675,20000,1,3,2,31,3,11358,10884,0,57,1
20676,200000,1,3,2,32,0,4881,6685,6691,2,0
20677,90000,1,3,3,40,0,53256,53695,1923,59,1
20678,90000,1,2,1,47,0,54268,52500,2425,60,1
20679,150000,1,3,1,39,0,0,0,0,0,0
20680,20000,1,3,2,47,2,17629,17053,0,88,1
20681,50000,1,2,2,28,0,16889,17868,1271,34,0
20682,20000,1,2,1,32,0,7162,8229,1200,36,0
20683,180000,1,1,1,48,0,64788,66092,3000,36,0
20684,50000,1,2,2,29,2,35488,36606,2000,71,1
20685,180000,1,2,1,37,0,175287,180811,8440,97,0
20686,200000,1,2,1,40,2,208012,199367,0,104,1
20687,180000,1,1,2,28,2,175154,175790,5100,97,0
20688,440000,1,1,2,31,0,37547,29349,20016,9,0
20689,30000,1,2,2,40,3,26129,25422,0,87,1
20690,270000,1,1,2,36,0,109611,64202,6285,41,0
20691,130000,1,3,2,28,0,132703,132258,5000,102,0
20692,50000,1,2,2,29,0,13200,12930,1506,26,0
20693,130000,1,2,1,42,0,396,396,396,0,0
20694,190000,1,2,1,41,2,127370,117487,0,67,1
20695,50000,1,2,2,34,2,53916,55036,2600,108,1
20696,50000,1,2,2,35,0,49878,46785,1718,100,0
20697,50000,1,3,1,42,0,42238,29224,1425,84,0
20698,80000,1,3,2,44,0,55297,56677,2300,69,1
20699,70000,1,2,1,36,0,33050,34100,5000,47,0
20700,50000,1,3,2,49,0,48245,27656,1286,96,0
20701,30000,1,1,2,33,2,25826,27274,3000,86,0
20702,310000,1,2,2,34,2,200328,48481,3860,65,0
20703,120000,1,2,2,35,2,49485,52108,3458,41,1
20704,280000,1,2,1,47,0,191759,189888,10051,68,0
20705,90000,1,2,1,39,0,36703,38089,2000,41,0
20706,280000,1,1,1,42,0,-26,-26,0,0,0
20707,10000,1,2,1,44,0,6436,6398,3012,64,1
20708,340000,1,1,1,43,0,185,4418,4418,0,0
20709,70000,1,2,1,44,2,54297,52837,0,78,1
20710,560000,1,2,1,49,2,13432,12762,3300,2,0
20711,360000,1,2,1,40,2,1473,3125,3125,0,0
20712,70000,1,3,2,47,0,40862,38910,1421,58,0
20713,220000,1,2,1,45,0,165583,168400,6500,75,0
20714,200000,1,1,1,40,0,820,820,820,0,0
20715,180000,1,3,1,39,0,24068,25071,1706,13,0
20716,210000,1,2,3,39,0,173187,96550,4000,82,0
20717,100000,1,2,1,39,0,74053,75040,3274,74,0
20718,50000,1,3,1,44,2,5789,46897,43134,12,0
20719,50000,1,3,2,34,0,44036,35498,4500,88,0
20720,210000,1,1,1,34,0,42617,67734,30020,20,0
20721,20000,1,2,2,37,7,2400,2400,0,12,1
20722,170000,1,1,2,36,2,177116,172711,0,104,0
20723,180000,1,3,1,37,0,11368,3595,3595,6,0
20724,270000,1,3,2,38,2,258442,263195,10350,96,1
20725,450000,1,2,1,41,0,1068,1281,1287,0,0
20726,60000,1,2,1,41,2,27130,32932,6300,45,1
20727,30000,1,2,1,36,4,22261,28083,6200,74,0
20728,50000,1,2,2,41,0,39369,40710,2000,79,0
20729,280000,1,3,1,46,0,14186,2752,2836,5,0
20730,420000,1,1,2,33,2,170146,9771,0,41,0
20731,50000,1,3,1,45,0,29287,29875,1600,59,0
20732,120000,1,2,1,45,2,22573,22506,5000,19,0
20733,50000,1,2,1,41,4,32141,31350,0,64,1
20734,120000,1,1,1,49,0,10105,114804,106000,8,0
20735,100000,1,2,1,43,0,390,390,390,0,0
20736,20000,1,1,2,22,2,10591,10277,0,53,0
20737,20000,1,3,2,24,5,21151,20537,0,106,0
20738,30000,1,2,2,30,3,25907,25209,0,86,1
20739,240000,1,1,2,30,0,178911,182510,6581,75,0
20740,360000,1,3,2,33,0,32290,33747,2000,9,0
20741,50000,1,2,1,44,2,1473,2423,2423,3,1
20742,180000,1,2,1,46,0,390,3182,3182,0,1
20743,220000,1,1,1,39,0,96473,97887,10000,44,0
20744,450000,1,1,1,45,0,26773,700,700,6,1
20745,30000,1,2,2,42,0,2782,2975,2975,9,0
20746,50000,1,2,3,41,0,31197,24486,4590,62,0
20747,360000,1,2,1,36,0,4671,928,929,1,0
20748,360000,1,2,1,34,0,49792,52399,3444,14,0
20749,20000,1,2,1,40,0,14353,16580,3000,72,0
20750,230000,1,2,1,36,0,0,0,0,0,0
20751,50000,1,2,2,40,0,47060,48117,2154,94,1
20752,420000,1,1,1,42,0,13218,24671,24671,3,0
20753,20000,1,3,1,40,0,18987,19909,1258,95,1
20754,20000,1,3,1,40,3,13370,16326,3200,67,1
20755,70000,1,2,1,37,0,57981,66858,15000,83,0
20756,40000,1,2,1,46,3,27324,30108,3573,68,1
20757,20000,1,2,2,34,3,16456,17382,1500,82,1
20758,140000,1,1,2,30,0,13468,5600,1000,10,0
20759,130000,1,2,1,33,0,99,99,99,0,0
20760,240000,1,1,1,35,0,18079,6315,6315,8,0
20761,20000,1,2,2,30,0,15070,16384,1568,75,1
20762,230000,1,2,2,34,0,27178,0,0,12,0
20763,500000,1,2,1,44,0,77009,92353,94064,15,0
20764,20000,1,2,1,46,0,17483,18552,1363,87,1
20765,50000,1,2,1,42,0,44637,40976,1880,89,0
20766,130000,1,1,2,38,0,131197,133400,7000,101,0
20767,400000,1,2,1,42,0,2984,3353,3369,1,1
20768,50000,1,3,1,40,2,37245,38324,1700,74,0
20769,360000,1,1,2,30,0,8195,99996,100496,2,0
20770,50000,1,3,2,34,3,44951,45906,2000,90,1
20771,20000,1,2,2,44,0,8843,9262,1115,44,0
20772,160000,1,1,1,40,0,500,1000,1000,0,1
20773,420000,1,3,1,32,0,1875,2499,2499,0,0
20774,150000,1,1,2,34,3,32355,31549,0,22,1
20775,190000,1,1,2,37,0,98588,80559,4007,52,0
20776,20000,1,3,2,31,2,16509,19116,2906,83,1
20777,410000,1,1,2,32,0,3339,13047,10000,1,0
20778,270000,1,1,2,32,0,47116,47771,2000,17,0
20779,120000,1,1,1,32,0,106552,110787,6000,89,0
20780,30000,1,2,1,33,0,30258,30539,2300,101,0
20781,240000,1,3,1,33,2,64853,67948,8000,27,0
20782,300000,1,1,1,33,0,31808,22743,1514,11,0
20783,500000,1,1,1,34,0,104638,104176,3780,21,0
20784,700000,1,1,1,34,0,3609,6109,6168,1,0
20785,110000,1,1,2,33,0,92575,86147,4000,84,0
20786,490000,1,2,1,34,0,25015,20912,1340,5,0
20787,500000,1,1,2,34,0,32282,32307,5000,6,0
20788,50000,1,2,2,43,0,396,396,396,1,1
20789,430000,1,1,1,42,0,11362,11461,11461,3,0
20790,200000,1,2,1,37,0,29312,19203,19313,15,0
20791,270000,1,3,2,38,0,263842,179711,11021,98,0
20792,220000,1,2,1,49,0,540,1148,1158,0,0
20793,20000,1,2,2,34,2,390,390,390,2,0
20794,280000,1,1,2,35,1,-2,399,401,0,0
20795,70000,1,2,1,49,0,59156,54472,2020,85,0
20796,420000,1,1,1,43,0,8100,14270,14274,2,0
20797,90000,1,2,1,44,2,58395,59559,2134,65,1
20798,10000,1,2,1,37,0,6930,6399,1065,69,0
20799,120000,1,2,2,41,2,121988,90063,0,102,1
20800,340000,1,2,1,49,0,317686,302986,17000,93,0
20801,350000,1,2,1,49,0,213236,207648,7600,61,0
20802,100000,1,2,1,34,2,84196,74621,2300,84,1
20803,60000,1,1,1,37,2,21962,23592,2000,37,1
20804,290000,1,2,1,42,0,0,0,0,0,1
20805,30000,1,2,1,37,0,15054,15104,1551,50,1
20806,180000,1,2,2,31,0,6221,3571,1000,3,1
20807,50000,1,2,2,49,0,59236,53689,2000,118,1
20808,160000,1,2,1,39,2,34171,34939,1639,21,1
20809,30000,1,4,2,49,0,29429,29959,3000,98,0
20810,240000,1,1,2,47,2,2500,0,0,1,1
20811,260000,1,3,2,43,0,154386,151549,10000,59,0
20812,20000,1,2,2,42,2,11063,10594,0,55,1
20813,50000,1,3,2,39,2,42245,42022,30003,84,0
20814,180000,1,1,2,37,0,49531,45612,45612,28,0
20815,110000,1,3,1,43,0,390,390,390,0,0
20816,130000,1,2,1,33,0,390,390,390,0,0
20817,30000,1,2,1,45,0,390,390,390,1,0
20818,130000,1,2,1,48,0,1115,1897,1902,1,0
20819,170000,1,2,1,38,0,16480,21770,15067,10,1
20820,240000,1,2,2,38,0,167544,168609,8400,70,0
20821,360000,1,1,2,38,0,1800,2410,2413,1,0
20822,150000,1,1,2,37,0,305,87920,89524,0,0
20823,70000,1,3,2,38,0,68370,69911,2682,98,1
20824,220000,1,2,2,30,0,226613,217800,7667,103,0
20825,80000,1,2,1,31,0,78356,70664,2600,98,0
20826,180000,1,1,2,31,0,17426,29047,12000,10,0
20827,390000,1,1,1,32,0,26214,25100,6000,7,0
20828,20000,1,3,1,48,0,19195,20089,1257,96,1
20829,100000,1,1,1,44,2,81786,84489,3400,82,0
20830,10000,1,2,2,37,0,17018,13789,1117,170,0
20831,80000,1,3,1,42,0,390,1780,1780,0,0
20832,330000,1,1,1,48,0,0,12089,12089,0,0
20833,20000,1,2,1,47,2,10628,11650,1200,53,1
20834,270000,1,1,2,33,0,288,765,765,0,0
20835,280000,1,2,2,33,0,0,2650,2650,0,0
20836,180000,1,2,2,33,0,103956,103230,4100,58,0
20837,350000,1,3,1,44,0,266692,3551,3569,76,0
20838,200000,1,3,1,44,2,147817,121668,11000,74,1
20839,50000,1,2,1,41,0,49401,50079,1803,99,1
20840,500000,1,1,1,41,2,62289,63485,2608,12,0
20841,140000,1,1,1,43,0,1453,1872,1872,1,0
20842,180000,1,1,1,40,0,0,0,0,0,1
20843,540000,1,4,2,49,0,83722,86030,3538,16,0
20844,30000,1,1,2,28,0,598,0,0,2,0
20845,270000,1,1,1,42,0,6532,3904,3923,2,0
20846,210000,1,1,2,28,1,0,0,0,0,0
20847,160000,1,4,1,45,1,0,10427,10427,0,0
20848,50000,1,3,2,39,2,34617,34390,1000,69,0
20849,50000,1,2,2,29,0,5140,9377,9377,10,0
20850,200000,1,2,1,33,2,57579,50612,5250,29,0
20851,240000,1,1,2,35,2,325,650,650,0,1
20852,50000,1,1,2,32,2,45997,47003,2064,92,1
20853,80000,1,2,2,28,0,10677,9478,2017,13,0
20854,80000,1,2,1,34,2,81882,81814,3650,102,1
20855,80000,1,2,1,30,3,13708,22668,9200,17,1
20856,200000,1,2,1,38,0,7400,2872,1005,4,0
20857,200000,1,3,1,41,0,171929,157860,7000,86,1
20858,290000,1,1,2,38,1,0,0,0,0,0
20859,80000,1,2,1,39,0,145905,147860,5107,182,0
20860,250000,1,1,1,40,2,307321,4696,4730,123,0
20861,50000,1,2,1,37,1,0,780,780,0,0
20862,240000,1,2,1,45,0,228278,232449,10000,95,0
20863,130000,1,2,1,43,0,59762,61877,3496,46,0
20864,190000,1,2,1,45,0,82764,63105,5000,44,0
20865,20000,1,2,2,40,0,1261,11839,11839,6,0
20866,60000,1,2,2,32,2,47908,49823,3000,80,0
20867,170000,1,2,1,35,2,17920,19229,1900,11,0
20868,50000,1,3,1,46,2,35556,34685,0,71,0
20869,240000,1,2,1,31,0,230234,224376,8200,96,0
20870,200000,1,1,2,31,3,182307,186128,8300,91,1
20871,130000,1,1,2,31,1,0,0,0,0,0
20872,360000,1,4,1,31,0,270955,275178,8000,75,0
20873,200000,1,1,2,33,2,54713,58184,5000,27,0
20874,160000,1,3,2,38,0,138937,152723,120000,87,0
20875,230000,1,1,1,39,0,660,660,660,0,0
20876,280000,1,1,1,38,1,4608,5393,5410,2,0
20877,210000,1,1,1,40,2,23764,21911,1367,11,0
20878,380000,1,3,1,39,0,37096,45148,10012,10,0
20879,270000,1,2,1,36,2,5714,3548,0,2,1
20880,150000,1,2,2,34,2,917,167,2000,1,0
20881,110000,1,1,2,30,2,88312,90163,4200,80,0
20882,500000,1,1,2,32,0,27318,46364,40019,5,0
20883,100000,1,2,2,41,2,1941,3255,1500,2,1
20884,130000,1,1,2,30,0,80528,77939,3700,62,0
20885,200000,1,1,2,34,2,150493,156449,10000,75,1
20886,280000,1,2,2,47,0,229281,233992,20213,82,0
20887,420000,1,1,1,39,0,100333,102906,5138,24,0
20888,380000,1,1,2,29,0,388,388,389,0,0
20889,220000,1,1,2,33,1,0,0,0,0,1
20890,310000,1,2,1,35,0,-354,-354,0,0,0
20891,310000,1,2,1,48,0,102646,101640,5200,33,0
20892,550000,1,1,2,35,2,539092,552234,23000,98,0
20893,170000,1,1,2,36,0,37830,11160,11376,22,0
20894,50000,1,1,2,35,0,49241,26539,1600,98,0
20895,390000,1,1,1,41,0,7015,500,500,2,0
20896,20000,1,2,2,24,0,18196,19495,1775,91,0
20897,80000,1,1,2,26,0,18229,27416,10000,23,0
20898,200000,1,2,2,25,0,88569,101979,15000,44,0
20899,80000,1,2,2,27,1,0,0,0,0,0
20900,200000,1,1,2,28,0,87390,115312,30002,44,0
20901,130000,1,2,2,30,0,70142,10724,1100,54,0
20902,200000,1,2,1,28,7,2443,2443,0,1,1
20903,20000,1,3,2,48,7,250,250,0,1,1
20904,310000,1,2,2,35,0,2186,1528,1532,1,0
20905,160000,1,3,1,40,0,150451,152384,7000,94,0
20906,190000,1,2,2,40,2,149411,145613,0,79,1
20907,110000,1,2,1,49,0,51395,51803,1855,47,0
20908,150000,1,2,2,49,0,86035,86414,3090,57,0
20909,90000,1,1,1,37,0,51438,40028,1950,57,0
20910,150000,1,1,2,34,0,56142,60855,10115,37,0
20911,160000,1,1,1,41,2,776,230,230,0,1
20912,180000,1,1,2,34,0,0,0,0,0,0
20913,20000,1,2,2,26,2,8476,10187,2000,42,1
20914,50000,1,2,1,32,0,50805,51088,2284,102,1
20915,420000,1,2,1,41,0,193370,198053,4988,46,0
20916,30000,1,2,1,30,0,29202,30695,2001,97,0
20917,20000,1,3,1,46,2,1836,1651,0,9,1
20918,200000,1,1,2,38,2,1810,3388,3405,1,0
20919,50000,1,1,2,36,2,45960,44883,0,92,1
20920,500000,1,1,1,39,2,15776,17467,3004,3,1
20921,30000,1,3,1,42,2,14655,12731,14,49,0
20922,360000,1,2,1,46,0,8746,3093,3108,2,1
20923,130000,1,2,1,38,0,233617,115431,10000,180,0
20924,20000,1,2,1,45,2,-2044,1961,5966,-10,0
20925,200000,1,1,2,34,0,1740,10108,10108,1,0
20926,340000,1,1,1,39,2,177237,188765,16100,52,0
20927,50000,1,1,1,33,2,40505,46745,6930,81,0
20928,360000,1,1,2,33,0,780,286,286,0,0
20929,200000,1,2,2,35,0,1121,4621,4621,1,0
20930,50000,1,2,2,33,0,47364,48355,1780,95,1
20931,560000,1,2,1,36,0,4286,3273,3282,1,0
20932,130000,1,3,2,39,2,66548,71034,5600,51,1
20933,20000,1,3,2,38,0,12248,15023,3000,61,0
20934,360000,1,1,1,42,0,30860,20180,20204,9,0
20935,50000,1,3,1,39,0,23257,22938,1333,47,0
20936,70000,1,2,2,35,2,44193,46168,3000,63,1
20937,280000,1,2,1,49,2,32311,32812,1429,12,0
20938,280000,1,2,2,39,0,6251,12501,12577,2,0
20939,50000,1,3,1,37,0,44320,45211,2021,89,0
20940,160000,1,2,1,40,0,101782,102308,3710,64,0
20941,240000,1,3,1,40,0,8936,1649,1658,4,0
20942,300000,1,2,1,48,1,0,0,0,0,0
20943,280000,1,2,1,39,2,130549,131955,5000,47,1
20944,530000,1,1,2,30,0,205848,214022,13000,39,0
20945,120000,1,2,2,32,0,7111,5894,6000,6,0
20946,130000,1,3,2,33,0,126592,123377,5264,97,0
20947,500000,1,1,1,35,0,6257,10445,10492,1,0
20948,70000,1,2,1,31,0,3588,3204,1505,5,0
20949,10000,1,2,2,31,0,390,390,390,4,0
20950,500000,1,1,1,41,0,11060,6860,6895,2,0
20951,340000,1,1,1,41,0,11379,11086,11258,3,0
20952,10000,1,3,2,37,0,4950,5963,1103,50,1
20953,140000,1,2,2,41,2,185948,170133,6088,133,0
20954,50000,1,2,2,36,0,1261,1261,1261,3,0
20955,270000,1,2,1,44,2,187352,179247,8000,69,1
20956,290000,1,2,2,30,0,65369,67270,3360,23,0
20957,50000,1,1,2,33,2,36363,35483,0,73,0
20958,30000,1,2,1,33,0,6390,5454,1102,21,0
20959,290000,1,1,2,41,0,275367,255049,10580,95,0
20960,200000,1,1,2,31,0,9080,14280,14280,5,0
20961,50000,1,1,2,31,2,56251,50758,8705,113,0
20962,290000,1,1,2,32,3,3739,3738,0,1,1
20963,130000,1,1,2,36,2,128190,131094,6500,99,0
20964,220000,1,2,1,47,0,3489,6246,6261,2,0
20965,250000,1,1,2,33,0,76412,80024,5000,31,0
20966,360000,1,1,1,44,0,162773,158557,5676,45,0
20967,150000,1,1,1,38,5,288585,282677,0,192,1
20968,160000,1,2,2,37,0,140266,133372,5019,88,0
20969,360000,1,1,1,34,0,2433,1218,1230,1,0
20970,210000,1,2,2,42,0,197204,201218,8800,94,0
20971,60000,1,3,1,43,0,44057,42706,1669,73,0
20972,20000,1,2,3,48,2,16537,16192,1500,83,0
20973,50000,1,3,1,45,2,10522,261,261,21,1
20974,60000,1,3,1,41,0,58563,58344,2826,98,0
20975,460000,1,1,2,39,0,290372,287696,15495,63,0
20976,240000,1,4,1,40,0,19295,2054,2054,8,0
20977,30000,1,2,2,44,2,17766,18771,1306,59,1
20978,50000,1,2,1,41,0,43607,45375,2500,87,0
20979,120000,1,2,1,41,0,0,0,0,0,1
20980,120000,1,2,2,32,0,114476,113995,4100,95,0
20981,230000,1,1,2,40,0,6514,7882,7882,3,1
20982,80000,1,1,2,39,0,48491,55637,8000,61,0
20983,20000,1,2,2,34,2,17497,20690,3500,87,1
20984,360000,1,2,1,33,0,15299,44439,44730,4,0
20985,500000,1,1,1,30,0,74797,75753,2800,15,0
20986,30000,1,2,1,45,2,14728,15777,1600,49,1
20987,170000,1,1,2,29,2,14479,27045,70,9,0
20988,240000,1,2,2,41,0,226047,230787,10000,94,0
20989,230000,1,1,1,40,0,169,2008,2018,0,0
20990,180000,1,1,2,31,2,172505,166692,0,96,0
20991,210000,1,3,1,38,2,122157,130309,12301,58,1
20992,460000,1,1,2,44,2,282944,288729,12000,62,1
20993,200000,1,1,1,47,2,198663,201996,8013,99,1
20994,80000,1,2,1,40,0,71578,71896,3007,89,0
20995,50000,1,2,1,49,2,50435,50936,2400,101,1
20996,230000,1,2,2,38,2,177917,181465,8000,77,0
20997,80000,1,2,1,38,0,40356,25023,1631,50,0
20998,200000,1,2,1,32,0,80,89691,90001,0,0
20999,50000,1,3,1,40,0,1261,2522,2522,3,0
21000,30000,1,2,1,36,1,0,780,780,0,0
21001,280000,1,3,1,40,2,178220,184848,10000,64,1
21002,260000,1,2,1,37,0,128602,118109,3203,49,0
21003,200000,1,2,2,32,2,160106,162743,7600,80,1
21004,80000,1,2,2,32,2,79237,65301,3000,99,1
21005,200000,1,1,2,45,0,14027,16016,5006,7,0
21006,20000,1,4,1,28,0,9278,10400,1400,46,0
21007,200000,1,2,1,47,0,42114,227075,235728,21,1
21008,60000,1,3,2,41,0,866,29123,29687,1,0
21009,50000,1,2,1,38,0,46509,47072,2000,93,0
21010,50000,1,2,1,42,0,1345,1545,1000,3,0
21011,50000,1,2,2,41,0,50516,44187,2721,101,0
21012,200000,1,3,2,43,3,2500,2500,0,1,1
21013,130000,1,3,2,38,2,114726,107602,20,88,1
21014,130000,1,2,2,41,0,131762,106130,3466,101,1
21015,50000,1,2,2,32,2,780,390,0,2,1
21016,160000,1,1,2,33,2,146129,158066,15000,91,1
21017,50000,1,2,2,32,2,48793,50194,2500,98,1
21018,10000,1,2,2,46,0,8866,9844,1143,89,0
21019,200000,1,2,2,35,0,87750,89618,3000,44,0
21020,360000,1,1,2,38,0,12325,14118,14123,3,0
21021,230000,1,1,1,37,0,1464,1742,1742,1,0
21022,200000,1,1,2,34,0,3253,3969,4005,2,0
21023,50000,1,3,1,43,0,27620,28923,1767,55,1
21024,90000,1,2,1,34,0,106053,101023,3547,118,0
21025,270000,1,1,2,36,0,11464,1879,1879,4,0
21026,50000,1,2,1,41,0,49999,51043,2263,100,0
21027,50000,1,2,1,39,3,17150,16582,0,34,1
21028,20000,1,2,1,39,0,16621,7309,1200,83,0
21029,50000,1,3,1,35,0,50500,50181,2000,101,1
21030,390000,1,2,1,39,2,7831,3844,8,2,0
21031,50000,1,2,2,36,4,51689,50567,3,103,0
21032,160000,1,3,2,38,1,0,0,0,0,0
21033,20000,1,2,1,36,3,17500,16926,0,88,1
21034,230000,1,2,2,36,0,3245,1855,1864,1,0
21035,50000,1,1,2,46,0,49386,49487,2000,99,0
21036,50000,1,3,2,40,2,55397,55877,2000,111,0
21037,80000,1,3,1,37,0,51925,51544,3018,65,0
21038,240000,1,2,1,42,0,795,1916,1921,0,0
21039,90000,1,3,1,39,0,93757,91359,4000,104,1
21040,260000,1,3,1,44,0,250416,257987,11000,96,0
21041,50000,1,2,2,47,0,48017,47913,2488,96,0
21042,350000,1,1,1,41,0,24297,25299,1411,7,0
21043,20000,1,2,2,42,0,15717,16724,1276,79,0
21044,110000,1,3,1,41,0,53497,51110,2510,49,0
21045,80000,1,3,1,34,0,5173,10809,10826,6,0
21046,230000,1,2,1,34,2,0,0,0,0,1
21047,370000,1,2,2,39,0,377259,310284,15198,102,0
21048,100000,1,2,1,38,2,7798,864,864,8,1
21049,490000,1,2,2,35,2,427020,370428,0,87,1
21050,50000,1,2,2,42,2,22591,21523,0,45,0
21051,200000,1,3,2,41,0,20950,182,182,10,0
21052,70000,1,2,1,37,2,60514,61923,3000,86,1
21053,210000,1,2,1,38,0,326,0,0,0,0
21054,50000,1,3,2,33,0,47834,47821,1866,96,0
21055,50000,1,3,2,34,0,49454,49157,1792,99,0
21056,100000,1,1,2,34,2,18185,24932,7100,18,1
21057,160000,1,2,2,38,4,99340,96860,0,62,1
21058,30000,1,2,1,32,0,5066,6367,6367,17,0
21059,220000,1,1,2,34,2,170352,182711,15206,77,1
21060,150000,1,3,2,29,2,820,3191,3431,1,0
21061,300000,1,2,2,31,0,281829,285038,10208,94,0
21062,390000,1,2,1,36,1,0,0,0,0,0
21063,180000,1,1,1,36,0,170619,172057,6063,95,0
21064,300000,1,1,2,40,1,0,0,0,0,0
21065,150000,1,1,1,37,2,112695,97907,3515,75,0
21066,80000,1,2,1,36,0,77870,79472,2900,97,1
21067,250000,1,2,2,31,1,0,0,0,0,0
21068,350000,1,1,1,37,0,916,1123,1133,0,0
21069,380000,1,1,1,40,0,231759,233357,10000,61,0
21070,450000,1,1,2,34,0,583,-16,0,0,0
21071,340000,1,1,2,35,0,62896,16480,16591,18,0
21072,70000,1,2,1,44,0,14202,15149,1500,20,0
21073,320000,1,2,1,37,0,367670,374631,13200,115,1
21074,180000,1,1,1,48,0,325,1260,1260,0,0
21075,360000,1,1,1,43,0,38324,3374,3390,11,0
21076,230000,1,1,1,46,2,189724,193112,8000,82,1
21077,280000,1,1,2,36,2,314318,307569,0,112,0
21078,50000,1,2,2,34,2,46413,50056,4729,93,0
21079,260000,1,2,1,34,0,186189,176135,6203,72,1
21080,230000,1,2,2,41,0,23216,25548,10014,10,0
21081,240000,1,1,2,41,0,-317,63435,63752,0,0
21082,140000,1,1,1,44,2,90547,92536,3500,65,0
21083,360000,1,1,1,43,0,30769,13532,13952,9,0
21084,320000,1,1,1,44,0,1329,4526,4526,0,0
21085,310000,1,1,1,36,0,8517,6734,6765,3,0
21086,60000,1,2,2,42,0,78291,70154,3000,130,0
21087,380000,1,2,1,38,0,365427,363267,14008,96,0
21088,40000,1,4,2,37,0,36712,37403,1596,92,0
21089,150000,1,2,1,40,0,74985,76745,3400,50,0
21090,360000,1,3,2,40,0,2569,316,316,1,0
21091,200000,1,1,1,36,0,4585,33282,33485,2,0
21092,260000,1,4,1,42,0,204017,182048,8000,78,0
21093,430000,1,3,2,38,0,37693,3390,3507,9,0
21094,200000,1,2,1,36,0,5440,7268,2000,3,0
21095,380000,1,1,1,40,2,95972,123558,30027,25,0
21096,110000,1,2,2,37,0,112091,112380,4625,102,0
21097,200000,1,1,1,42,2,168289,172001,8000,84,0
21098,270000,1,1,2,34,2,20979,17228,0,8,0
21099,120000,1,1,1,31,0,1216,416,416,1,0
21100,420000,1,1,1,47,0,54799,53507,5000,13,0
21101,20000,1,3,2,34,2,6569,6939,2449,33,0
21102,200000,1,2,2,40,2,193773,196323,7350,97,1
21103,80000,1,2,1,45,0,34905,35923,1600,44,0
21104,270000,1,2,2,45,1,0,0,0,0,0
21105,30000,1,2,1,45,3,12751,12256,0,43,1
21106,80000,1,3,1,45,0,55385,52801,2019,69,0
21107,30000,1,2,1,39,2,18557,19643,1700,62,1
21108,20000,1,1,1,36,0,18958,19427,1500,95,1
21109,20000,1,2,1,33,2,17999,19090,1700,90,1
21110,320000,1,2,1,35,0,274599,280021,11500,86,1
21111,120000,1,3,1,36,0,326,326,326,0,0
